#(id,length,speed,channel,from,to,isDuplex)
(5000, 20, 4, 2, 1, 2, 1)
(5001, 20, 4, 2, 2, 3, 1)
(5002, 20, 4, 2, 3, 4, 1)
(5003, 20, 4, 1, 4, 5, 1)
(5004, 20, 6, 1, 5, 6, 1)
(5005, 10, 6, 1, 1, 7, 1)
(5006, 20, 4, 2, 2, 8, 1)
(5007, 20, 4, 2, 3, 9, 1)
(5008, 10, 8, 2, 4, 10, 1)
(5009, 20, 8, 1, 5, 11, 1)
(5010, 20, 4, 2, 6, 12, 1)
(5011, 10, 8, 2, 7, 8, 1)
(5012, 10, 4, 2, 8, 9, 1)
(5013, 10, 6, 2, 9, 10, 0)
(5014, 20, 6, 1, 10, 11, 1)
(5015, 20, 4, 2, 11, 12, 1)
(5016, 20, 6, 2, 7, 13, 1)
(5017, 10, 4, 2, 8, 14, 1)
(5018, 20, 6, 1, 9, 15, 1)
(5019, 10, 4, 2, 10, 16, 1)
(5020, 10, 8, 2, 11, 17, 0)
(5021, 20, 8, 2, 12, 18, 1)
(5022, 10, 4, 1, 13, 14, 1)
(5023, 20, 6, 1, 14, 15, 1)
(5024, 20, 8, 2, 15, 16, 1)
(5025, 20, 8, 2, 16, 17, 1)
(5026, 20, 6, 2, 17, 18, 1)
(5027, 20, 4, 2, 13, 19, 1)
(5028, 20, 8, 2, 14, 20, 1)
(5029, 10, 6, 1, 15, 21, 1)
(5030, 10, 6, 1, 16, 22, 1)
(5031, 10, 4, 2, 17, 23, 1)
(5032, 10, 6, 1, 18, 24, 1)
(5033, 10, 4, 2, 19, 20, 1)
(5034, 20, 6, 1, 20, 21, 1)
(5035, 20, 6, 1, 21, 22, 0)
(5036, 20, 4, 1, 22, 23, 1)
(5037, 20, 4, 2, 23, 24, 1)
(5038, 10, 8, 2, 19, 25, 1)
(5039, 20, 6, 1, 20, 26, 1)
(5040, 20, 8, 1, 21, 27, 1)
(5041, 10, 8, 1, 22, 28, 1)
(5042, 20, 4, 1, 23, 29, 1)
(5043, 20, 8, 1, 24, 30, 1)
(5044, 10, 6, 1, 25, 26, 1)
(5045, 20, 6, 1, 26, 27, 1)
(5046, 10, 4, 1, 27, 28, 1)
(5047, 10, 6, 2, 28, 29, 1)
(5048, 10, 8, 1, 29, 30, 1)
(5049, 10, 4, 2, 25, 31, 1)
(5050, 10, 4, 2, 26, 32, 1)
(5051, 10, 6, 1, 27, 33, 1)
(5052, 10, 4, 1, 28, 34, 1)
(5053, 20, 4, 2, 29, 35, 1)
(5054, 20, 8, 2, 30, 36, 1)
(5055, 20, 6, 2, 31, 32, 1)
(5056, 10, 8, 2, 32, 33, 1)
(5057, 10, 8, 2, 33, 34, 1)
(5058, 20, 6, 1, 34, 35, 1)
(5059, 10, 4, 1, 35, 36, 1)
