#(id,from,to,speed,planTime, priority, preset)
(40236, 1973, 1384, 14, 83, 0, 0)
(36536, 1884, 1514, 16, 24, 0, 0)
(74692, 1489, 1816, 14, 46, 0, 0)
(81161, 1482, 1263, 6, 17, 0, 0)
(49381, 1384, 1513, 14, 5, 0, 0)
(68930, 477, 154, 4, 79, 0, 0)
(96571, 685, 1179, 6, 12, 0, 0)
(95715, 517, 1384, 4, 88, 0, 0)
(54622, 389, 467, 12, 18, 0, 0)
(19154, 1113, 499, 18, 39, 0, 0)
(72965, 23, 149, 14, 17, 0, 0)
(98330, 1513, 831, 4, 52, 0, 0)
(46947, 176, 1205, 16, 75, 0, 0)
(28695, 1859, 459, 16, 31, 0, 0)
(30035, 82, 1152, 18, 59, 1, 0)
(40062, 463, 556, 14, 55, 0, 0)
(40122, 65, 1817, 18, 40, 0, 0)
(40906, 1514, 1973, 6, 30, 0, 0)
(70482, 1919, 143, 18, 15, 1, 0)
(43073, 149, 556, 8, 25, 0, 0)
(53382, 918, 392, 8, 71, 0, 0)
(97023, 664, 370, 16, 74, 0, 0)
(32436, 50, 1032, 10, 59, 0, 0)
(66848, 1514, 164, 18, 23, 0, 0)
(94652, 1482, 65, 6, 18, 0, 1)
(103206, 714, 947, 14, 70, 0, 1)
(66847, 1327, 467, 16, 96, 0, 0)
(78132, 499, 789, 18, 95, 0, 0)
(82579, 831, 668, 12, 95, 0, 0)
(47660, 1318, 1948, 18, 1, 0, 0)
(10496, 143, 156, 18, 45, 0, 0)
(16561, 109, 1769, 16, 19, 0, 0)
(70684, 553, 777, 12, 19, 0, 0)
(103469, 918, 1489, 6, 22, 0, 0)
(39070, 1817, 1884, 6, 96, 0, 0)
(14986, 82, 668, 16, 69, 0, 0)
(50663, 918, 1544, 4, 65, 0, 0)
(57345, 375, 1384, 16, 67, 1, 1)
(49947, 128, 1474, 16, 28, 0, 0)
(17655, 1670, 831, 12, 35, 0, 0)
(84771, 1250, 834, 14, 69, 0, 0)
(58368, 1250, 499, 4, 32, 0, 0)
(53041, 23, 65, 18, 4, 0, 0)
(35177, 1291, 1623, 12, 88, 1, 0)
(41023, 1032, 855, 18, 10, 0, 0)
(24992, 322, 1253, 18, 82, 0, 0)
(71068, 1474, 258, 12, 62, 0, 1)
(73741, 1152, 1258, 4, 72, 1, 0)
(77702, 1494, 156, 6, 17, 0, 0)
(19020, 1258, 796, 8, 86, 0, 0)
(109278, 258, 459, 4, 8, 0, 0)
(65081, 1973, 1258, 18, 53, 0, 0)
(50373, 714, 322, 10, 29, 1, 0)
(71450, 1589, 176, 14, 20, 0, 0)
(75990, 375, 1600, 4, 9, 0, 0)
(77315, 1384, 918, 4, 54, 0, 0)
(16224, 1179, 294, 18, 10, 0, 0)
(35545, 418, 1253, 18, 96, 0, 0)
(35449, 119, 1180, 14, 21, 0, 0)
(86811, 1337, 163, 4, 71, 0, 0)
(12732, 947, 1180, 6, 66, 0, 0)
(50298, 664, 149, 16, 73, 0, 0)
(78844, 1670, 831, 8, 69, 1, 0)
(20196, 477, 565, 16, 61, 0, 0)
(59800, 375, 1193, 16, 90, 0, 0)
(85280, 1014, 831, 14, 88, 0, 0)
(107707, 1152, 928, 8, 16, 0, 0)
(97517, 128, 1044, 12, 28, 1, 1)
(21616, 156, 1014, 16, 78, 0, 0)
(46218, 1985, 370, 6, 43, 0, 0)
(20527, 499, 370, 16, 29, 0, 0)
(75557, 1291, 831, 8, 85, 0, 0)
(19330, 418, 164, 8, 27, 0, 0)
