#(id,length,speed,channel,from,to,isDuplex)
(5008, 48, 12, 3, 1985, 109, 1)
(5013, 30, 12, 3, 947, 1544, 1)
(5014, 40, 20, 6, 1291, 1670, 1)
(5016, 50, 8, 2, 517, 714, 1)
(5036, 24, 12, 2, 1884, 1859, 1)
(5062, 50, 8, 2, 1513, 777, 1)
(5081, 24, 8, 2, 246, 149, 1)
(5085, 50, 20, 6, 246, 463, 1)
(5091, 36, 6, 1, 1205, 1973, 1)
(5094, 24, 20, 6, 653, 1957, 1)
(5105, 36, 6, 1, 1482, 1817, 0)
(5108, 50, 6, 3, 1014, 1798, 1)
(5112, 36, 20, 6, 1028, 683, 1)
(5120, 48, 6, 1, 1600, 294, 1)
(5128, 36, 12, 1, 668, 615, 1)
(5131, 50, 20, 6, 389, 154, 1)
(5142, 48, 6, 3, 1032, 616, 1)
(5151, 30, 8, 3, 65, 1263, 1)
(5175, 40, 10, 3, 467, 1514, 1)
(5205, 40, 20, 6, 164, 603, 1)
(5214, 30, 10, 1, 1798, 370, 1)
(5218, 50, 20, 6, 1384, 1339, 1)
(5224, 36, 20, 6, 789, 1513, 1)
(5234, 40, 6, 1, 1948, 418, 1)
(5243, 48, 10, 2, 1318, 1179, 1)
(5245, 36, 6, 1, 616, 1482, 1)
(5250, 40, 8, 2, 499, 1623, 1)
(5259, 36, 20, 6, 1254, 418, 1)
(5268, 40, 12, 1, 128, 1567, 0)
(5291, 24, 8, 2, 109, 499, 1)
(5292, 48, 20, 6, 1318, 389, 1)
(5296, 48, 12, 1, 1113, 50, 1)
(5309, 40, 20, 6, 418, 1514, 1)
(5313, 48, 20, 6, 490, 1028, 1)
(5323, 48, 10, 3, 1263, 1318, 1)
(5326, 36, 10, 3, 556, 156, 1)
(5329, 40, 12, 2, 565, 495, 1)
(5346, 40, 20, 6, 1514, 685, 1)
(5366, 24, 20, 6, 1513, 1326, 1)
(5367, 40, 6, 3, 1291, 1680, 1)
(5383, 24, 20, 6, 855, 65, 1)
(5387, 36, 8, 2, 1425, 1789, 1)
(5389, 40, 12, 3, 82, 23, 1)
(5412, 36, 10, 2, 834, 1474, 1)
(5418, 48, 12, 2, 499, 556, 1)
(5430, 48, 6, 1, 135, 1032, 1)
(5437, 24, 10, 3, 1356, 1798, 1)
(5438, 36, 20, 6, 154, 495, 1)
(5451, 40, 12, 3, 8, 1250, 1)
(5457, 50, 8, 3, 1180, 603, 1)
(5461, 30, 20, 6, 685, 163, 1)
(5465, 48, 10, 2, 1589, 1028, 1)
(5479, 40, 20, 6, 1789, 947, 1)
(5480, 24, 8, 2, 392, 1489, 1)
(5503, 36, 12, 1, 1482, 1948, 1)
(5515, 48, 6, 2, 553, 1339, 1)
(5559, 48, 8, 1, 1205, 375, 1)
(5577, 48, 6, 2, 477, 1014, 1)
(5590, 36, 10, 2, 510, 135, 1)
(5596, 40, 12, 3, 565, 1919, 1)
(5604, 30, 6, 1, 982, 947, 1)
(5614, 30, 10, 2, 692, 1803, 1)
(5639, 36, 8, 1, 1680, 128, 1)
(5648, 24, 10, 2, 1152, 668, 1)
(5650, 50, 8, 2, 389, 1884, 1)
(5659, 30, 6, 1, 149, 1113, 1)
(5676, 24, 20, 6, 603, 796, 1)
(5691, 48, 10, 1, 789, 714, 1)
(5705, 40, 20, 6, 796, 517, 1)
(5708, 36, 12, 3, 1948, 467, 1)
(5711, 30, 6, 1, 615, 1208, 1)
(5712, 40, 8, 2, 1889, 1769, 1)
(5713, 36, 20, 6, 370, 246, 1)
(5716, 24, 10, 2, 918, 82, 1)
(5728, 24, 10, 1, 1438, 692, 1)
(5742, 50, 6, 1, 1014, 8, 1)
(5748, 40, 8, 1, 615, 855, 1)
(5790, 40, 20, 6, 65, 258, 1)
(5797, 48, 10, 3, 1602, 1513, 1)
(5801, 50, 20, 6, 796, 789, 1)
(5805, 30, 8, 3, 50, 1263, 1)
(5823, 40, 20, 6, 218, 831, 1)
(5827, 50, 6, 2, 1789, 1489, 1)
(5829, 24, 10, 1, 1250, 1754, 1)
(5833, 40, 8, 1, 218, 429, 1)
(5836, 30, 6, 3, 1817, 467, 1)
(5843, 36, 20, 6, 322, 1240, 1)
(5853, 30, 10, 1, 1263, 128, 1)
(5862, 24, 8, 1, 906, 1356, 1)
(5868, 50, 10, 1, 418, 504, 1)
(5878, 36, 8, 1, 1816, 477, 1)
(5888, 36, 8, 3, 664, 1258, 0)
(5911, 48, 20, 6, 1113, 1291, 1)
(5933, 48, 8, 3, 1326, 1589, 1)
(5938, 30, 10, 2, 1474, 1817, 1)
(5949, 48, 10, 2, 1623, 156, 1)
(5951, 30, 10, 3, 109, 928, 1)
(5961, 50, 8, 2, 18, 683, 1)
(5967, 40, 20, 6, 154, 1859, 1)
(5972, 40, 20, 6, 463, 1113, 1)
(5975, 40, 10, 1, 467, 1600, 0)
(5987, 50, 8, 1, 1680, 119, 1)
(5995, 30, 20, 6, 119, 1567, 1)
(6011, 40, 8, 3, 653, 109, 1)
(6022, 40, 12, 1, 294, 163, 1)
(6026, 48, 20, 6, 463, 855, 1)
(6035, 24, 8, 2, 918, 510, 0)
(6044, 40, 8, 1, 119, 428, 1)
(6046, 36, 6, 1, 1253, 1973, 1)
(6049, 36, 12, 2, 428, 565, 1)
(6069, 48, 12, 1, 23, 1032, 1)
(6082, 24, 20, 6, 683, 1254, 1)
(6090, 48, 6, 2, 1567, 565, 1)
(6092, 30, 8, 1, 1803, 553, 1)
(6098, 36, 20, 6, 490, 616, 1)
(6103, 24, 10, 1, 50, 1680, 0)
(6112, 24, 10, 3, 128, 389, 1)
(6113, 24, 20, 6, 1889, 1600, 1)
(6117, 24, 8, 2, 351, 1193, 1)
(6148, 24, 20, 6, 668, 463, 1)
(6158, 48, 8, 3, 1494, 149, 1)
(6165, 36, 8, 2, 294, 459, 1)
(6170, 30, 8, 2, 1179, 1884, 1)
(6172, 30, 12, 2, 1957, 928, 1)
(6190, 48, 6, 2, 1193, 392, 1)
(6193, 36, 20, 6, 616, 1474, 1)
(6201, 36, 20, 6, 517, 370, 1)
(6203, 36, 20, 6, 1474, 1044, 1)
(6213, 48, 12, 1, 1602, 510, 1)
(6223, 24, 6, 1, 322, 664, 1)
(6234, 36, 8, 3, 1544, 553, 1)
(6238, 30, 20, 6, 82, 135, 1)
(6246, 40, 8, 3, 149, 1507, 1)
(6253, 24, 8, 1, 855, 50, 1)
(6270, 40, 6, 2, 1489, 1544, 1)
(6279, 40, 12, 1, 1798, 1152, 1)
(6293, 48, 20, 6, 1567, 154, 1)
(6307, 30, 12, 3, 1754, 615, 1)
(6308, 36, 12, 2, 164, 1253, 1)
(6312, 50, 12, 2, 510, 1326, 0)
(6319, 30, 10, 2, 1152, 246, 0)
(6323, 36, 12, 3, 1985, 664, 1)
(6324, 24, 8, 3, 477, 1356, 1)
(6337, 24, 6, 2, 143, 1253, 1)
(6349, 24, 20, 6, 176, 218, 1)
(6350, 40, 20, 6, 176, 1384, 1)
(6376, 24, 12, 2, 1180, 906, 1)
(6381, 24, 6, 2, 928, 556, 1)
(6389, 40, 20, 6, 1193, 1789, 1)
(6392, 48, 8, 1, 683, 1948, 1)
(6412, 50, 12, 2, 1769, 294, 1)
(6424, 50, 10, 1, 1514, 351, 1)
(6432, 48, 12, 2, 1507, 1291, 1)
(6435, 48, 6, 3, 370, 1494, 1)
(6436, 50, 6, 3, 1356, 517, 1)
(6444, 48, 20, 6, 906, 796, 1)
(6456, 48, 10, 2, 163, 392, 0)
(6462, 40, 10, 2, 1544, 1384, 1)
(6464, 50, 6, 3, 495, 1985, 0)
(6472, 50, 20, 6, 495, 322, 1)
(6500, 40, 10, 3, 392, 692, 1)
(6501, 36, 20, 6, 1859, 653, 1)
(6509, 30, 10, 3, 1258, 1623, 1)
(6544, 30, 20, 6, 163, 1438, 1)
(6550, 40, 20, 6, 258, 1318, 1)
(6557, 36, 12, 3, 1489, 1803, 1)
(6569, 36, 8, 2, 375, 1337, 1)
(6570, 48, 10, 1, 1919, 322, 1)
(6577, 40, 8, 3, 1384, 429, 1)
(6587, 36, 12, 1, 1589, 18, 1)
(6610, 48, 8, 1, 375, 918, 1)
(6641, 24, 10, 1, 1997, 1602, 1)
(6642, 36, 20, 6, 1240, 176, 1)
(6643, 30, 6, 3, 1859, 1985, 1)
(6650, 48, 8, 1, 1032, 834, 1)
(6662, 36, 6, 2, 8, 1152, 1)
(6664, 48, 6, 1, 459, 1438, 1)
(6667, 30, 6, 2, 351, 1425, 1)
(6682, 50, 20, 6, 1044, 1889, 1)
(6701, 36, 6, 3, 1997, 789, 1)
(6739, 40, 20, 6, 1816, 906, 1)
(6745, 24, 20, 6, 135, 490, 1)
(6769, 40, 20, 6, 947, 176, 1)
(6780, 24, 8, 1, 777, 1589, 1)
(6788, 36, 20, 6, 1250, 668, 1)
(6803, 40, 8, 3, 603, 1997, 1)
(6805, 24, 10, 1, 504, 351, 1)
