#(id,length,speed,channel,from,to,isDuplex)
(5000, 20, 6, 2, 1, 2, 1)
(5001, 20, 4, 2, 2, 3, 1)
(5002, 10, 8, 2, 3, 4, 1)
(5003, 20, 4, 1, 4, 5, 1)
(5004, 20, 6, 2, 5, 6, 1)
(5005, 15, 6, 3, 1, 7, 1)
(5006, 10, 6, 1, 2, 8, 1)
(5007, 10, 6, 3, 3, 9, 1)
(5008, 20, 8, 2, 4, 10, 1)
(5009, 15, 8, 1, 5, 11, 1)
(5010, 20, 8, 2, 6, 12, 1)
(5011, 20, 4, 2, 7, 8, 1)
(5012, 10, 8, 3, 8, 9, 1)
(5013, 20, 4, 2, 9, 10, 0)
(5014, 15, 6, 1, 10, 11, 1)
(5015, 20, 8, 1, 11, 12, 1)
(5016, 20, 6, 1, 7, 13, 1)
(5017, 15, 6, 3, 8, 14, 1)
(5018, 20, 8, 3, 9, 15, 1)
(5019, 20, 6, 2, 10, 16, 1)
(5020, 20, 6, 3, 11, 17, 0)
(5021, 15, 8, 3, 12, 18, 1)
(5022, 10, 4, 2, 13, 14, 1)
(5023, 10, 4, 1, 15, 16, 1)
(5024, 10, 4, 2, 16, 17, 1)
(5025, 20, 4, 3, 17, 18, 1)
(5026, 15, 6, 2, 13, 19, 1)
(5027, 10, 4, 2, 14, 20, 1)
(5028, 10, 4, 3, 15, 21, 1)
(5029, 15, 8, 2, 16, 22, 1)
(5030, 15, 4, 1, 17, 23, 1)
(5031, 20, 4, 1, 18, 24, 1)
(5032, 15, 6, 3, 19, 20, 1)
(5033, 20, 8, 3, 20, 21, 1)
(5034, 15, 6, 2, 21, 22, 0)
(5035, 15, 8, 2, 22, 23, 1)
(5036, 10, 6, 2, 23, 24, 1)
(5037, 10, 6, 2, 19, 25, 1)
(5038, 20, 8, 1, 20, 26, 1)
(5039, 10, 4, 3, 21, 27, 1)
(5040, 15, 4, 2, 22, 28, 1)
(5041, 20, 8, 1, 23, 29, 1)
(5042, 10, 8, 2, 24, 30, 1)
(5043, 15, 8, 3, 25, 26, 1)
(5044, 10, 8, 2, 27, 28, 1)
(5045, 20, 4, 2, 28, 29, 1)
(5046, 10, 6, 1, 29, 30, 1)
(5047, 15, 4, 3, 25, 31, 1)
(5048, 15, 8, 1, 26, 32, 1)
(5049, 15, 8, 3, 27, 33, 1)
(5050, 10, 4, 2, 28, 34, 1)
(5051, 10, 6, 3, 29, 35, 1)
(5052, 20, 4, 1, 30, 36, 1)
(5053, 10, 8, 1, 31, 32, 1)
(5054, 20, 6, 3, 32, 33, 1)
(5055, 20, 6, 3, 33, 34, 1)
(5056, 20, 8, 1, 34, 35, 1)
(5057, 20, 8, 3, 35, 36, 1)
