#(id,roadId,roadId,roadId,roadId)
(6, 6397, 5474, -1, 6436)
(25, -1, 5009, 6921, 5976)
(29, -1, -1, 5251, 5665)
(52, 5213, -1, 5954, 6284)
(55, 6736, 6911, -1, 6344)
(65, -1, 5749, 6392, -1)
(69, 5233, -1, 5745, 6496)
(74, -1, 5239, 5402, 6106)
(95, 6104, 6147, 5804, 6387)
(125, -1, 6638, 6908, -1)
(127, 5339, -1, 5758, 5674)
(147, 6806, 6502, -1, 5695)
(149, 5410, 5848, 5196, -1)
(154, -1, -1, 6479, 5602)
(166, 6504, 5372, 6235, 6317)
(167, 5443, -1, 5054, 5336)
(193, 5825, 5938, 6026, -1)
(201, -1, 6726, 6086, 6663)
(202, 6854, 5785, 6761, 6446)
(214, -1, 6563, 5602, -1)
(216, 6943, 5859, -1, 6899)
(222, -1, 5339, 6735, 5425)
(246, 6911, 6037, -1, 6791)
(260, 5845, 6160, -1, 5074)
(263, 6364, 5896, 5372, 5815)
(264, -1, 5976, 6041, 5980)
(293, 6151, 5920, 5382, 6954)
(362, 5821, 5813, 5250, -1)
(370, 5182, 6436, 6484, 6104)
(372, 5583, 6791, -1, 5213)
(390, -1, 6888, 6718, 6993)
(418, 5758, -1, 6037, 6065)
(424, 6787, 6847, 6254, -1)
(435, -1, 5926, 6764, 5406)
(477, 5472, 6038, 6646, 5553)
(478, 5238, 5180, 5228, 6776)
(483, 5982, 6930, -1, 5426)
(490, 6088, -1, 6924, 6138)
(511, -1, 6847, 5620, -1)
(512, 5770, 6727, 6826, 6806)
(515, 5239, 5085, 5926, -1)
(516, 5426, 6738, 6387, 6496)
(519, 6344, 6761, 6943, 5264)
(532, 5905, -1, 6371, 6302)
(534, 5333, 6989, 6423, 5609)
(543, 6949, 5519, 5328, 6900)
(546, 5635, 5694, -1, 6078)
(557, -1, 5859, 5785, 5178)
(558, 5936, 6502, 5469, 5643)
(565, 5444, -1, 5059, 5840)
(580, 5981, 5030, 5552, 5354)
(613, 6423, -1, 5817, 5590)
(619, 5923, 6884, 6572, 6800)
(622, 6465, 6899, 5665, 6218)
(624, 6078, -1, 6020, 6636)
(635, 6949, -1, 5620, 5562)
(667, -1, -1, 5251, 5631)
(671, 5386, 6379, 5113, 6143)
(695, 6890, 5674, -1, 6776)
(712, -1, 5444, 5280, 6799)
(733, 5410, -1, -1, 5425)
(736, 5821, -1, 6607, 6311)
(744, 6787, -1, 5393, 5562)
(751, 6261, 6991, 6252, 5228)
(757, 6695, -1, 5250, 6870)
(759, -1, 5914, 5981, 5190)
(768, -1, 6392, 6924, 6813)
(771, 6468, 6727, 6958, 5652)
(773, 5954, -1, 6993, 5920)
(777, 6868, 6554, 6448, 6075)
(778, -1, -1, 5598, 5054)
(779, 5539, 6248, 6782, 6336)
(781, -1, -1, 5018, 6851)
(794, 5222, 5965, 6954, 6568)
(812, 6695, 6138, 5749, -1)
(819, 5248, 6940, 6989, 6887)
(820, -1, 6848, 6038, 5009)
(826, -1, 6851, 6397, 5169)
(827, 6192, 6311, 5469, 6826)
(831, 6405, 5950, 6848, -1)
(843, 6921, 5472, 6663, 5440)
(865, 6086, 6364, 6771, 6945)
(876, 6800, 5379, -1, 6479)
(883, 5655, 5918, 5695, 5550)
(904, 6764, 6331, 6653, 5418)
(915, -1, 6958, 5311, 6342)
(917, -1, 5813, 6192, 6468)
(931, -1, 6671, 6568, 5991)
(932, 6760, 5264, 6465, 5238)
(940, 5389, 6771, 6125, -1)
(963, -1, -1, 5176, 5581)
(966, -1, 5583, 5153, 6446)
(969, 6799, 5409, 5076, -1)
(982, 5085, 5474, 5018, 6331)
(1003, 5277, 5965, 5705, 6854)
(1006, 6160, 5857, 6020, -1)
(1009, 6371, -1, -1, 5694)
(1011, 5651, 5652, 5381, 6257)
(1015, 5295, 6884, 5817, 6075)
(1020, 6804, 6304, 6653, -1)
(1024, 5635, 6875, 5328, 6302)
(1025, 5485, 6572, 5654, 5699)
(1030, 5222, 5972, -1, -1)
(1045, 6552, 6304, 6782, 5925)
(1083, 6510, 5609, -1, -1)
(1104, -1, 6940, 5128, 6868)
(1179, 6248, -1, 6067, 6463)
(1180, 6094, 6342, 5386, -1)
(1183, 5280, 5744, 5598, 6259)
(1193, 5021, 5845, 5654, 5295)
(1209, -1, 5233, 5804, 6405)
(1218, 6552, 5871, 6110, 5418)
(1233, 5271, -1, -1, 5980)
(1278, 6646, 5950, 6147, 5422)
(1320, 5196, 6991, 5825, -1)
(1369, 5519, 5393, -1, 5905)
(1382, 5485, 5409, 6259, 5379)
(1386, 5030, 6455, -1, 6257)
(1412, 6193, 6041, 5440, 6945)
(1422, 5422, 6484, 6106, 6233)
(1423, 5871, 5471, -1, -1)
(1431, 5744, 5840, 6317, 5336)
(1434, -1, 5539, 5178, 5705)
(1457, 5271, 6193, 5389, -1)
(1471, 5153, 6284, 6151, 5277)
(1483, 6026, 5982, 5745, -1)
(1487, 5248, 6908, -1, 6477)
(1500, 6888, -1, 5190, 5753)
(1515, 5925, 6463, 5763, 5471)
(1535, 5265, 5687, -1, 6254)
(1551, 6218, -1, 6501, 5180)
(1557, 5159, 5972, 6671, -1)
(1576, 5380, -1, 6557, 5763)
(1594, 5770, 5918, 6379, 5311)
(1603, 6774, 5333, 5664, 6571)
(1623, 5176, 5443, 6235, 6717)
(1631, 5848, 6735, 6890, 6252)
(1658, -1, 6124, 6504, 5059)
(1666, 6124, -1, 6125, 5815)
(1699, 5645, 5991, 5382, 6718)
(1703, 5664, 6510, -1, 6557)
(1706, 5007, 5128, 6477, -1)
(1744, -1, 5590, 5923, -1)
(1760, 5442, 5645, 5753, 5354)
(1774, 5182, 6738, 5631, 5169)
(1784, 6875, 6636, 6766, 6056)
(1807, 6501, 6930, 5938, 6261)
(1821, 5655, 6571, -1, 5113)
(1827, -1, -1, 6336, 6804)
(1833, 5936, 5265, -1, 6638)
(1840, 6944, -1, 5553, 6233)
(1846, 5159, 6143, 5380, 6067)
(1857, -1, 5651, 6088, 6870)
(1888, 5643, 6607, -1, 5687)
(1911, 5550, -1, 6887, 6774)
(1920, -1, 6563, 5406, 6110)
(1944, 6788, 6717, 5896, 6726)
(1947, 6094, -1, 5442, 5520)
(1956, -1, 5076, 5699, 5074)
(1963, 5857, 5021, 6448, 6766)
(1966, 6788, 6944, 5402, 5581)
(1974, 5552, 5381, -1, 5520)
(1977, 6760, -1, 6065, 6736)
(1982, 5007, 6900, 6056, 6554)
(1983, 6455, 5914, -1, 6813)
