#(id,length,speed,channel,from,to,isDuplex)
(5007, 24, 10, 1, 1706, 1982, 1)
(5009, 30, 10, 3, 820, 25, 1)
(5018, 40, 8, 2, 781, 982, 1)
(5021, 36, 10, 3, 1193, 1963, 1)
(5030, 24, 15, 3, 580, 1386, 1)
(5054, 24, 15, 1, 167, 778, 1)
(5059, 20, 10, 1, 1658, 565, 1)
(5074, 30, 15, 1, 1956, 260, 1)
(5076, 36, 12, 3, 969, 1956, 1)
(5085, 36, 8, 2, 982, 515, 1)
(5113, 30, 15, 3, 671, 1821, 1)
(5128, 20, 15, 3, 1104, 1706, 1)
(5153, 24, 10, 1, 966, 1471, 1)
(5159, 36, 12, 3, 1557, 1846, 1)
(5169, 24, 15, 4, 1774, 826, 1)
(5176, 30, 8, 1, 963, 1623, 1)
(5178, 30, 15, 4, 557, 1434, 1)
(5180, 24, 8, 1, 478, 1551, 1)
(5182, 30, 15, 3, 1774, 370, 0)
(5190, 40, 10, 2, 1500, 759, 1)
(5196, 30, 15, 1, 149, 1320, 1)
(5213, 20, 15, 1, 372, 52, 1)
(5222, 24, 12, 4, 794, 1030, 1)
(5228, 30, 12, 1, 751, 478, 1)
(5233, 30, 8, 2, 69, 1209, 1)
(5238, 36, 10, 1, 478, 932, 1)
(5239, 36, 12, 4, 74, 515, 1)
(5248, 24, 10, 2, 819, 1487, 1)
(5250, 20, 8, 1, 757, 362, 1)
(5251, 20, 12, 2, 667, 29, 1)
(5264, 20, 10, 1, 932, 519, 0)
(5265, 30, 8, 2, 1833, 1535, 1)
(5271, 24, 8, 2, 1233, 1457, 1)
(5277, 24, 10, 4, 1471, 1003, 0)
(5280, 40, 10, 4, 1183, 712, 1)
(5295, 20, 8, 1, 1015, 1193, 0)
(5311, 30, 15, 4, 915, 1594, 1)
(5328, 30, 15, 1, 543, 1024, 1)
(5333, 36, 15, 2, 1603, 534, 1)
(5336, 40, 15, 2, 167, 1431, 1)
(5339, 24, 8, 3, 222, 127, 1)
(5354, 30, 12, 4, 1760, 580, 1)
(5372, 40, 8, 2, 263, 166, 1)
(5379, 24, 12, 4, 876, 1382, 1)
(5380, 40, 10, 2, 1846, 1576, 1)
(5381, 30, 12, 2, 1974, 1011, 1)
(5382, 30, 15, 1, 293, 1699, 1)
(5386, 40, 10, 3, 1180, 671, 1)
(5389, 30, 12, 4, 1457, 940, 1)
(5393, 24, 12, 1, 744, 1369, 1)
(5402, 20, 12, 1, 74, 1966, 1)
(5406, 24, 15, 2, 435, 1920, 1)
(5409, 30, 15, 3, 1382, 969, 1)
(5410, 24, 8, 4, 733, 149, 1)
(5418, 24, 15, 1, 904, 1218, 1)
(5422, 24, 15, 2, 1278, 1422, 0)
(5425, 30, 15, 4, 733, 222, 1)
(5426, 36, 10, 2, 483, 516, 1)
(5440, 20, 12, 2, 843, 1412, 1)
(5442, 30, 8, 1, 1760, 1947, 1)
(5443, 40, 10, 3, 1623, 167, 1)
(5444, 36, 8, 4, 565, 712, 1)
(5469, 30, 8, 3, 827, 558, 1)
(5471, 20, 10, 1, 1515, 1423, 1)
(5472, 24, 10, 1, 477, 843, 1)
(5474, 40, 15, 2, 6, 982, 1)
(5485, 36, 8, 1, 1382, 1025, 0)
(5519, 36, 15, 3, 543, 1369, 1)
(5520, 36, 15, 2, 1947, 1974, 1)
(5539, 20, 15, 1, 1434, 779, 1)
(5550, 20, 12, 3, 883, 1911, 1)
(5552, 24, 8, 4, 580, 1974, 1)
(5553, 30, 15, 4, 477, 1840, 1)
(5562, 24, 12, 3, 635, 744, 1)
(5581, 36, 10, 3, 1966, 963, 1)
(5583, 20, 15, 2, 372, 966, 1)
(5590, 24, 8, 4, 1744, 613, 1)
(5598, 20, 15, 4, 778, 1183, 1)
(5602, 20, 12, 2, 214, 154, 1)
(5609, 36, 15, 3, 1083, 534, 1)
(5620, 36, 12, 2, 511, 635, 1)
(5631, 40, 12, 3, 667, 1774, 1)
(5635, 40, 15, 3, 1024, 546, 1)
(5643, 30, 8, 2, 558, 1888, 1)
(5645, 30, 10, 1, 1699, 1760, 1)
(5651, 30, 8, 4, 1011, 1857, 1)
(5652, 30, 10, 1, 1011, 771, 1)
(5654, 36, 8, 3, 1025, 1193, 1)
(5655, 30, 8, 1, 1821, 883, 1)
(5664, 24, 12, 4, 1703, 1603, 1)
(5665, 36, 15, 1, 622, 29, 1)
(5674, 40, 10, 3, 127, 695, 1)
(5687, 40, 8, 1, 1888, 1535, 1)
(5694, 30, 15, 4, 546, 1009, 1)
(5695, 20, 8, 4, 883, 147, 1)
(5699, 30, 15, 1, 1025, 1956, 1)
(5705, 24, 8, 4, 1003, 1434, 1)
(5744, 36, 12, 4, 1431, 1183, 1)
(5745, 40, 12, 4, 1483, 69, 1)
(5749, 30, 8, 4, 65, 812, 1)
(5753, 40, 15, 3, 1500, 1760, 1)
(5758, 24, 12, 4, 127, 418, 1)
(5763, 20, 15, 2, 1515, 1576, 1)
(5770, 20, 10, 2, 1594, 512, 1)
(5785, 30, 15, 2, 202, 557, 1)
(5804, 30, 12, 4, 1209, 95, 1)
(5813, 24, 8, 2, 917, 362, 1)
(5815, 36, 8, 4, 263, 1666, 1)
(5817, 24, 15, 2, 613, 1015, 1)
(5821, 20, 15, 4, 362, 736, 1)
(5825, 20, 8, 2, 1320, 193, 1)
(5840, 36, 8, 1, 1431, 565, 1)
(5845, 24, 8, 3, 1193, 260, 1)
(5848, 30, 15, 3, 149, 1631, 1)
(5857, 20, 10, 2, 1963, 1006, 1)
(5859, 24, 10, 2, 216, 557, 1)
(5871, 30, 10, 4, 1218, 1423, 1)
(5896, 40, 12, 3, 1944, 263, 1)
(5905, 40, 10, 3, 1369, 532, 1)
(5914, 20, 10, 2, 759, 1983, 1)
(5918, 24, 10, 2, 1594, 883, 1)
(5920, 30, 12, 4, 773, 293, 1)
(5923, 24, 15, 2, 1744, 619, 1)
(5925, 20, 10, 1, 1045, 1515, 1)
(5926, 36, 8, 1, 515, 435, 1)
(5936, 40, 15, 4, 558, 1833, 1)
(5938, 40, 12, 2, 193, 1807, 1)
(5950, 40, 8, 4, 831, 1278, 1)
(5954, 20, 8, 3, 52, 773, 1)
(5965, 36, 12, 3, 1003, 794, 1)
(5972, 24, 12, 3, 1030, 1557, 1)
(5976, 40, 15, 1, 25, 264, 1)
(5980, 40, 15, 4, 264, 1233, 1)
(5981, 20, 10, 1, 759, 580, 1)
(5982, 30, 12, 2, 1483, 483, 1)
(5991, 40, 8, 1, 1699, 931, 1)
(6020, 36, 12, 2, 1006, 624, 1)
(6026, 36, 12, 4, 193, 1483, 1)
(6037, 36, 12, 4, 418, 246, 1)
(6038, 36, 10, 1, 820, 477, 1)
(6041, 20, 15, 1, 264, 1412, 1)
(6056, 30, 8, 4, 1982, 1784, 0)
(6065, 30, 12, 3, 418, 1977, 1)
(6067, 30, 12, 1, 1179, 1846, 1)
(6075, 24, 15, 4, 1015, 777, 1)
(6078, 20, 15, 1, 624, 546, 1)
(6086, 20, 15, 3, 201, 865, 1)
(6088, 30, 15, 2, 490, 1857, 1)
(6094, 20, 12, 1, 1947, 1180, 1)
(6104, 20, 10, 4, 95, 370, 1)
(6106, 20, 10, 3, 1422, 74, 1)
(6110, 20, 8, 3, 1218, 1920, 1)
(6124, 30, 10, 3, 1666, 1658, 1)
(6125, 30, 10, 4, 940, 1666, 1)
(6138, 30, 8, 4, 490, 812, 1)
(6143, 30, 8, 2, 1846, 671, 1)
(6147, 24, 10, 2, 95, 1278, 1)
(6151, 20, 12, 3, 1471, 293, 1)
(6160, 30, 8, 2, 260, 1006, 1)
(6192, 40, 8, 4, 917, 827, 1)
(6193, 30, 10, 4, 1412, 1457, 1)
(6218, 20, 15, 3, 1551, 622, 1)
(6233, 30, 8, 1, 1422, 1840, 1)
(6235, 40, 15, 4, 1623, 166, 0)
(6248, 40, 15, 2, 779, 1179, 1)
(6252, 40, 15, 2, 1631, 751, 0)
(6254, 36, 8, 1, 1535, 424, 1)
(6257, 24, 12, 2, 1386, 1011, 1)
(6259, 30, 15, 2, 1183, 1382, 1)
(6261, 30, 10, 2, 751, 1807, 1)
(6284, 30, 15, 2, 52, 1471, 1)
(6302, 36, 12, 2, 1024, 532, 1)
(6304, 40, 10, 3, 1020, 1045, 1)
(6311, 24, 10, 3, 827, 736, 1)
(6317, 40, 12, 1, 166, 1431, 1)
(6331, 36, 10, 2, 982, 904, 1)
(6336, 24, 10, 3, 1827, 779, 1)
(6342, 36, 8, 3, 1180, 915, 1)
(6344, 40, 8, 1, 55, 519, 1)
(6364, 30, 8, 2, 865, 263, 1)
(6371, 24, 15, 4, 532, 1009, 1)
(6379, 20, 15, 3, 671, 1594, 0)
(6387, 20, 12, 4, 516, 95, 1)
(6392, 40, 8, 3, 768, 65, 1)
(6397, 24, 12, 3, 826, 6, 1)
(6405, 20, 15, 1, 1209, 831, 1)
(6423, 30, 12, 3, 534, 613, 1)
(6436, 40, 15, 3, 370, 6, 1)
(6446, 30, 12, 1, 966, 202, 1)
(6448, 36, 8, 3, 777, 1963, 1)
(6455, 20, 15, 1, 1983, 1386, 1)
(6463, 24, 10, 3, 1179, 1515, 1)
(6465, 40, 15, 3, 932, 622, 1)
(6468, 20, 10, 1, 771, 917, 1)
(6477, 36, 12, 2, 1487, 1706, 1)
(6479, 20, 10, 4, 154, 876, 1)
(6484, 24, 15, 4, 370, 1422, 1)
