#(id,from,to,speed,planTime)
(10000, 15, 35, 6, 1)
(10001, 16, 34, 6, 1)
(10002, 7, 31, 4, 1)
(10003, 34, 7, 4, 1)
(10004, 22, 2, 2, 1)
(10005, 20, 2, 2, 1)
(10006, 21, 2, 6, 1)
(10007, 23, 2, 2, 1)
(10008, 31, 1, 6, 1)
(10009, 30, 8, 6, 1)
(10010, 33, 2, 2, 1)
(10011, 15, 33, 2, 1)
(10012, 21, 2, 6, 1)
(10013, 35, 12, 2, 1)
(10014, 16, 36, 2, 1)
(10015, 1, 28, 2, 1)
(10016, 22, 1, 2, 1)
(10017, 9, 32, 6, 1)
(10018, 13, 31, 4, 1)
(10019, 15, 35, 2, 1)
(10020, 27, 5, 6, 1)
(10021, 12, 35, 4, 1)
(10022, 4, 30, 2, 1)
(10023, 21, 2, 6, 1)
(10024, 25, 5, 6, 1)
(10025, 35, 16, 4, 1)
(10026, 26, 7, 2, 1)
(10027, 18, 36, 2, 1)
(10028, 4, 35, 6, 1)
(10029, 18, 36, 4, 1)
(10030, 26, 2, 4, 1)
(10031, 32, 5, 6, 1)
(10032, 8, 34, 2, 1)
(10033, 33, 6, 4, 1)
(10034, 2, 23, 4, 1)
(10035, 1, 19, 6, 1)
(10036, 7, 32, 6, 1)
(10037, 19, 1, 4, 1)
(10038, 35, 6, 4, 1)
(10039, 11, 36, 2, 1)
(10040, 31, 6, 2, 1)
(10041, 16, 34, 4, 1)
(10042, 31, 9, 4, 1)
(10043, 27, 9, 2, 1)
(10044, 23, 2, 4, 1)
(10045, 2, 29, 4, 1)
(10046, 22, 1, 2, 1)
(10047, 16, 34, 4, 1)
(10048, 1, 31, 4, 1)
(10049, 4, 23, 2, 1)
(10050, 15, 34, 6, 1)
(10051, 9, 30, 2, 1)
(10052, 14, 32, 6, 1)
(10053, 9, 30, 2, 1)
(10054, 8, 35, 6, 1)
(10055, 2, 22, 2, 1)
(10056, 16, 35, 2, 1)
(10057, 31, 10, 6, 1)
(10058, 24, 4, 2, 1)
(10059, 4, 29, 2, 1)
(10060, 14, 36, 4, 1)
(10061, 12, 34, 4, 1)
(10062, 4, 22, 6, 1)
(10063, 13, 33, 2, 1)
(10064, 23, 1, 2, 1)
(10065, 3, 31, 4, 1)
(10066, 35, 7, 4, 1)
(10067, 18, 36, 6, 1)
(10068, 6, 33, 2, 1)
(10069, 9, 32, 6, 1)
(10070, 16, 36, 2, 1)
(10071, 35, 16, 2, 1)
(10072, 34, 2, 6, 1)
(10073, 23, 2, 4, 1)
(10074, 33, 14, 4, 1)
(10075, 17, 36, 2, 1)
(10076, 33, 2, 4, 1)
(10077, 3, 27, 6, 1)
(10078, 3, 32, 2, 1)
(10079, 15, 34, 2, 1)
(10080, 24, 2, 4, 1)
(10081, 9, 28, 4, 1)
(10082, 27, 1, 6, 1)
(10083, 36, 6, 4, 1)
(10084, 10, 30, 6, 1)
(10085, 34, 12, 6, 1)
(10086, 25, 3, 4, 1)
(10087, 21, 1, 6, 1)
(10088, 18, 36, 4, 1)
(10089, 22, 3, 2, 1)
(10090, 4, 23, 4, 1)
(10091, 35, 5, 6, 1)
(10092, 27, 7, 2, 1)
(10093, 19, 1, 4, 1)
(10094, 22, 4, 2, 1)
(10095, 24, 6, 4, 1)
(10096, 34, 14, 4, 1)
(10097, 14, 35, 2, 1)
(10098, 12, 30, 6, 1)
(10099, 36, 12, 6, 1)
(10100, 14, 32, 6, 1)
(10101, 8, 31, 6, 1)
(10102, 20, 2, 2, 1)
(10103, 1, 36, 4, 1)
(10104, 9, 33, 4, 1)
(10105, 16, 36, 6, 1)
(10106, 26, 7, 2, 1)
(10107, 5, 33, 4, 1)
(10108, 25, 7, 6, 1)
(10109, 14, 32, 2, 1)
(10110, 11, 30, 6, 1)
(10111, 32, 10, 6, 1)
(10112, 17, 36, 4, 1)
(10113, 25, 5, 2, 1)
(10114, 7, 30, 6, 1)
(10115, 2, 26, 2, 1)
(10116, 28, 2, 6, 1)
(10117, 14, 33, 6, 1)
(10118, 7, 26, 4, 1)
(10119, 26, 1, 6, 1)
(10120, 20, 2, 2, 1)
(10121, 33, 7, 2, 1)
(10122, 8, 31, 6, 1)
(10123, 35, 11, 2, 1)
(10124, 28, 5, 6, 1)
(10125, 10, 35, 4, 1)
(10126, 5, 35, 2, 1)
(10127, 20, 2, 6, 1)
