#(id,length,speed,channel,from,to,isDuplex)
(5000, 20, 4, 1, 1, 2, 1)
(5001, 20, 8, 1, 2, 3, 1)
(5002, 20, 8, 2, 3, 4, 1)
(5003, 20, 8, 1, 4, 5, 1)
(5004, 20, 4, 2, 5, 6, 1)
(5005, 10, 8, 1, 1, 7, 1)
(5006, 10, 8, 2, 2, 8, 1)
(5007, 10, 8, 2, 3, 9, 1)
(5008, 20, 4, 2, 4, 10, 1)
(5009, 20, 4, 1, 5, 11, 1)
(5010, 20, 4, 2, 6, 12, 1)
(5011, 10, 4, 2, 7, 8, 1)
(5012, 10, 4, 1, 8, 9, 1)
(5013, 20, 6, 2, 9, 10, 1)
(5014, 20, 4, 2, 10, 11, 1)
(5015, 20, 4, 2, 11, 12, 1)
(5016, 20, 4, 2, 7, 13, 1)
(5017, 20, 6, 1, 8, 14, 1)
(5018, 20, 8, 2, 9, 15, 1)
(5019, 10, 8, 2, 10, 16, 1)
(5020, 20, 6, 1, 11, 17, 1)
(5021, 10, 4, 1, 12, 18, 1)
(5022, 10, 4, 2, 13, 14, 1)
(5023, 10, 6, 1, 14, 15, 1)
(5024, 10, 6, 2, 15, 16, 1)
(5025, 20, 6, 1, 16, 17, 1)
(5026, 10, 8, 2, 17, 18, 1)
(5027, 10, 8, 1, 13, 19, 1)
(5028, 10, 6, 2, 14, 20, 1)
(5029, 20, 6, 2, 15, 21, 1)
(5030, 10, 4, 2, 16, 22, 1)
(5031, 20, 8, 2, 17, 23, 1)
(5032, 20, 4, 1, 18, 24, 1)
(5033, 10, 6, 2, 19, 20, 1)
(5034, 20, 6, 1, 20, 21, 1)
(5035, 20, 8, 2, 21, 22, 1)
(5036, 20, 4, 2, 22, 23, 1)
(5037, 10, 6, 2, 23, 24, 1)
(5038, 10, 8, 2, 19, 25, 1)
(5039, 20, 4, 2, 20, 26, 1)
(5040, 10, 8, 1, 21, 27, 1)
(5041, 20, 4, 2, 22, 28, 1)
(5042, 10, 4, 1, 23, 29, 1)
(5043, 10, 4, 2, 24, 30, 1)
(5044, 10, 8, 2, 25, 26, 1)
(5045, 20, 4, 1, 26, 27, 1)
(5046, 10, 6, 1, 27, 28, 1)
(5047, 10, 8, 2, 28, 29, 1)
(5048, 10, 8, 2, 29, 30, 1)
(5049, 10, 8, 1, 25, 31, 1)
(5050, 20, 4, 1, 26, 32, 1)
(5051, 10, 8, 2, 27, 33, 1)
(5052, 10, 8, 1, 28, 34, 1)
(5053, 20, 4, 2, 29, 35, 1)
(5054, 20, 8, 1, 30, 36, 1)
(5055, 20, 6, 2, 31, 32, 1)
(5056, 20, 4, 1, 32, 33, 1)
(5057, 10, 8, 1, 33, 34, 1)
(5058, 20, 8, 1, 34, 35, 1)
(5059, 20, 4, 2, 35, 36, 1)
