#(id,from,to,speed,planTime, priority, preset)
(25826, 690, 1846, 4, 18, 0, 0)
(72383, 345, 376, 14, 107, 0, 0)
(42134, 679, 1242, 6, 179, 0, 0)
(86247, 405, 376, 12, 152, 0, 0)
(90761, 1837, 473, 12, 119, 0, 0)
(106713, 679, 651, 8, 1, 0, 0)
(101248, 109, 112, 16, 89, 0, 0)
(17305, 375, 1337, 10, 88, 1, 0)
(44544, 1985, 1758, 8, 8, 0, 0)
(86055, 428, 247, 12, 155, 0, 0)
(44057, 710, 1600, 12, 72, 0, 0)
(107582, 1410, 807, 4, 53, 1, 1)
(76153, 397, 776, 4, 27, 0, 0)
(12589, 1575, 487, 14, 75, 1, 0)
(79877, 904, 1083, 6, 24, 0, 0)
(70628, 1393, 1836, 16, 173, 0, 0)
(105621, 179, 1083, 8, 121, 1, 0)
(64223, 352, 766, 12, 128, 0, 0)
(60102, 766, 487, 12, 138, 0, 0)
(50714, 520, 352, 8, 139, 0, 0)
(33513, 280, 1846, 8, 98, 0, 0)
(40808, 168, 1153, 14, 18, 0, 0)
(97332, 109, 280, 16, 152, 1, 0)
(76175, 1222, 731, 14, 5, 0, 0)
(72959, 1985, 731, 16, 34, 0, 0)
(108926, 1608, 96, 10, 79, 0, 0)
(19486, 1836, 837, 16, 76, 0, 1)
(21700, 391, 1755, 12, 34, 0, 0)
(30019, 1261, 1815, 16, 139, 0, 0)
(72789, 189, 857, 12, 3, 0, 0)
(108407, 132, 1765, 14, 142, 0, 0)
(74736, 471, 470, 6, 66, 0, 0)
(23508, 505, 744, 4, 93, 0, 0)
(45965, 259, 31, 4, 97, 1, 0)
(53361, 470, 935, 4, 67, 0, 0)
(90902, 915, 979, 8, 116, 0, 0)
(63672, 10, 851, 12, 183, 0, 0)
(64054, 189, 924, 8, 2, 0, 0)
(30319, 376, 1337, 4, 49, 0, 0)
(14281, 380, 345, 16, 167, 0, 0)
(76634, 1743, 297, 12, 50, 0, 1)
(89261, 1108, 1153, 12, 155, 0, 0)
