#(id,length,speed,channel,from,to,isDuplex)
(5013, 20, 10, 3, 1102, 390, 1)
(5022, 20, 10, 3, 1651, 757, 1)
(5030, 36, 12, 1, 1411, 521, 1)
(5039, 40, 8, 4, 1719, 1973, 1)
(5050, 24, 10, 1, 390, 1956, 1)
(5067, 40, 8, 1, 1885, 495, 1)
(5080, 36, 8, 3, 1538, 1102, 1)
(5092, 20, 8, 4, 1102, 1497, 1)
(5117, 36, 12, 2, 497, 1416, 1)
(5130, 30, 10, 2, 1680, 1748, 1)
(5142, 36, 8, 3, 1933, 556, 1)
(5144, 40, 12, 1, 328, 394, 1)
(5148, 30, 10, 1, 480, 77, 1)
(5165, 40, 10, 3, 519, 1035, 1)
(5201, 36, 8, 3, 1824, 390, 1)
(5207, 24, 12, 2, 576, 1131, 1)
(5218, 30, 8, 3, 1191, 539, 1)
(5233, 36, 8, 1, 976, 202, 1)
(5241, 24, 12, 3, 1347, 1497, 1)
(5247, 40, 15, 1, 61, 579, 1)
(5270, 40, 8, 3, 1160, 936, 1)
(5275, 40, 10, 1, 1538, 1347, 1)
(5289, 40, 10, 2, 519, 1346, 1)
(5303, 36, 15, 1, 1763, 1767, 1)
(5311, 36, 8, 4, 18, 1160, 1)
(5320, 40, 12, 3, 1227, 1824, 1)
(5323, 36, 12, 2, 1650, 1481, 1)
(5340, 20, 8, 4, 1820, 1217, 1)
(5367, 24, 12, 1, 1778, 1227, 1)
(5368, 40, 12, 1, 539, 579, 1)
(5393, 40, 12, 3, 1024, 936, 1)
(5445, 24, 15, 3, 1820, 1227, 1)
(5450, 20, 15, 1, 1188, 1651, 1)
(5455, 20, 8, 3, 850, 1689, 1)
(5464, 30, 15, 3, 431, 687, 1)
(5465, 30, 8, 3, 1346, 76, 1)
(5485, 24, 15, 1, 431, 1191, 1)
(5493, 20, 12, 3, 1217, 1824, 1)
(5519, 20, 10, 2, 834, 1441, 1)
(5588, 36, 8, 4, 77, 976, 1)
(5605, 30, 8, 1, 1885, 152, 1)
(5610, 40, 15, 3, 77, 556, 1)
(5641, 30, 15, 2, 999, 976, 1)
(5649, 20, 12, 4, 1970, 486, 1)
(5653, 30, 8, 3, 495, 999, 1)
(5657, 30, 10, 2, 1497, 117, 1)
(5663, 20, 10, 1, 1680, 1719, 1)
(5683, 36, 8, 1, 1763, 1413, 1)
(5685, 20, 8, 1, 999, 1481, 1)
(5700, 36, 10, 4, 1150, 480, 1)
(5739, 20, 15, 4, 687, 539, 1)
(5788, 36, 15, 2, 1610, 1441, 1)
(5793, 36, 10, 3, 576, 497, 1)
(5797, 40, 8, 2, 202, 1416, 1)
(5806, 40, 8, 3, 583, 1112, 1)
(5827, 20, 8, 4, 1689, 1610, 1)
(5836, 36, 15, 3, 486, 1885, 1)
(5844, 30, 15, 2, 1441, 394, 1)
(5845, 36, 8, 2, 1297, 850, 1)
(5860, 30, 10, 2, 1112, 1556, 1)
(5887, 36, 15, 1, 137, 18, 1)
(5895, 30, 8, 2, 1265, 1411, 1)
(5911, 24, 10, 3, 1139, 1933, 1)
(5916, 36, 15, 2, 1824, 486, 1)
(5956, 40, 15, 3, 1556, 1024, 1)
(5965, 20, 12, 2, 1035, 521, 1)
(5973, 24, 12, 3, 117, 1748, 1)
(5975, 24, 10, 4, 76, 576, 1)
(5995, 40, 8, 1, 1956, 480, 1)
(6010, 40, 8, 3, 757, 1970, 1)
(6054, 24, 12, 4, 521, 95, 1)
(6072, 20, 10, 1, 328, 1885, 1)
(6090, 40, 8, 2, 98, 1160, 1)
(6092, 30, 10, 3, 1483, 1265, 1)
(6111, 36, 15, 4, 390, 1150, 1)
(6121, 30, 12, 1, 394, 1346, 1)
(6127, 36, 15, 1, 555, 1680, 1)
(6160, 40, 12, 1, 1481, 202, 1)
(6176, 36, 15, 4, 583, 1767, 1)
(6191, 24, 10, 4, 1846, 1297, 1)
(6211, 24, 15, 1, 202, 1763, 1)
(6224, 40, 8, 2, 61, 583, 1)
(6230, 20, 10, 2, 1236, 137, 1)
(6253, 24, 8, 2, 117, 1139, 1)
(6287, 20, 10, 3, 1748, 1973, 1)
(6294, 40, 8, 4, 1651, 1217, 1)
(6318, 40, 8, 3, 1131, 1236, 1)
(6324, 40, 10, 4, 183, 583, 1)
(6327, 24, 8, 2, 497, 1236, 1)
(6336, 20, 10, 3, 1689, 834, 1)
(6344, 30, 12, 3, 544, 1846, 1)
(6351, 24, 12, 4, 1441, 519, 1)
(6364, 30, 12, 2, 1227, 1102, 1)
(6368, 30, 8, 2, 152, 999, 1)
(6399, 30, 12, 3, 1748, 431, 1)
(6448, 40, 8, 2, 1956, 1139, 1)
(6462, 40, 12, 2, 858, 1820, 1)
(6467, 36, 15, 3, 1483, 519, 1)
