#(id,from,to,speed,planTime, priority, preset)
(37819, 496, 1208, 14, 3, 0, 1)
(20556, 1271, 342, 10, 46, 0, 0)
(55541, 1982, 58, 12, 4, 1, 1)
(47027, 1170, 1764, 8, 3, 0, 0)
(10866, 1172, 1897, 12, 15, 0, 0)
(52934, 1989, 1927, 6, 46, 0, 1)
(46642, 790, 634, 12, 18, 0, 0)
(22146, 111, 664, 10, 21, 0, 0)
(44759, 699, 1803, 16, 26, 0, 0)
(89059, 506, 674, 6, 33, 0, 1)
(24362, 1827, 463, 6, 8, 0, 0)
(40704, 994, 1984, 6, 21, 0, 1)
(18703, 199, 1110, 12, 12, 0, 0)
(42811, 1689, 58, 12, 20, 0, 1)
(51799, 1758, 1852, 10, 14, 0, 0)
(45938, 1827, 841, 14, 32, 1, 0)
(91560, 1243, 1984, 12, 33, 0, 0)
(17869, 1709, 199, 14, 9, 0, 0)
(80421, 569, 27, 4, 42, 0, 0)
(28655, 1471, 664, 16, 14, 0, 1)
(97304, 719, 130, 12, 3, 0, 0)
(93329, 463, 1009, 6, 23, 0, 1)
(45839, 674, 560, 14, 44, 0, 0)
(89331, 994, 560, 10, 27, 0, 0)
(78610, 1770, 1085, 4, 9, 0, 1)
(21602, 1195, 1764, 4, 23, 0, 0)
(27202, 1189, 1330, 6, 45, 0, 0)
(59138, 1427, 684, 6, 36, 0, 0)
(99222, 994, 130, 16, 15, 1, 0)
(97280, 562, 970, 4, 2, 0, 0)
(55745, 141, 199, 12, 4, 1, 0)
(86622, 1189, 1330, 10, 1, 0, 0)
(58919, 1159, 1239, 4, 7, 0, 0)
(101096, 560, 674, 10, 39, 0, 0)
(74953, 1160, 790, 4, 37, 1, 0)
(36597, 398, 1984, 4, 13, 0, 0)
(108644, 105, 1953, 6, 46, 0, 0)
(16422, 224, 684, 8, 43, 0, 0)
(102126, 48, 1061, 12, 16, 1, 1)
(46136, 664, 1271, 12, 2, 0, 1)
(83330, 1344, 58, 14, 16, 0, 0)
(37437, 1540, 1968, 16, 45, 0, 0)
(101339, 935, 1677, 8, 25, 0, 0)
(20209, 1758, 191, 8, 22, 0, 0)
(56908, 1218, 1968, 8, 20, 0, 0)
(14988, 868, 1764, 10, 43, 0, 0)
(31108, 1159, 1824, 16, 7, 0, 1)
(85510, 1927, 1709, 16, 15, 0, 0)
(104677, 191, 664, 6, 42, 0, 1)
(87202, 1795, 342, 12, 21, 0, 0)
(77248, 398, 107, 8, 36, 0, 0)
(38806, 223, 1795, 16, 6, 0, 1)
(90127, 1982, 1764, 10, 13, 0, 0)
(17586, 935, 664, 4, 44, 0, 0)
(42132, 1353, 1653, 8, 30, 1, 0)
(51664, 1953, 456, 12, 49, 0, 1)
(43344, 1901, 1271, 10, 15, 0, 0)
(40962, 413, 141, 12, 19, 0, 0)
(19607, 719, 1927, 8, 22, 1, 0)
(101485, 551, 1442, 10, 29, 0, 0)
(17383, 895, 1525, 6, 45, 0, 0)
(19742, 1425, 1428, 6, 17, 0, 0)
(107878, 1189, 115, 10, 20, 0, 0)
(59708, 1692, 1984, 4, 40, 0, 0)
(102757, 1748, 176, 10, 40, 0, 0)
(109843, 506, 674, 14, 2, 0, 1)
(83338, 1897, 1160, 8, 9, 0, 0)
(50312, 1692, 1981, 6, 49, 0, 0)
(98442, 841, 1827, 4, 37, 0, 0)
(67024, 1208, 156, 6, 32, 0, 0)
(66341, 1442, 1677, 16, 8, 0, 0)
(38913, 740, 859, 12, 29, 1, 0)
(95685, 456, 1169, 6, 10, 0, 1)
(76492, 105, 1981, 14, 36, 0, 0)
(90088, 1292, 1519, 6, 31, 0, 0)
(27491, 1161, 1824, 14, 36, 0, 1)
(93063, 743, 1442, 8, 20, 0, 0)
(40390, 1034, 664, 8, 49, 0, 1)
(88484, 1442, 1540, 4, 5, 1, 0)
(81528, 1218, 191, 4, 5, 0, 0)
(36858, 1689, 1610, 4, 1, 1, 0)
(67753, 674, 199, 12, 30, 0, 0)
(75527, 268, 1525, 12, 15, 0, 0)
(70426, 674, 22, 8, 31, 0, 0)
(103112, 111, 664, 10, 28, 0, 0)
(25565, 932, 1982, 16, 22, 0, 0)
(42492, 303, 1169, 10, 8, 0, 0)
(16547, 223, 1442, 14, 33, 0, 0)
(21842, 932, 1330, 4, 48, 0, 0)
(21636, 1136, 664, 12, 39, 0, 0)
(107410, 1779, 1824, 8, 17, 0, 1)
(87978, 1170, 1764, 6, 6, 0, 0)
(84362, 115, 171, 6, 29, 0, 0)
(102724, 1136, 664, 12, 45, 0, 0)
(109015, 104, 562, 12, 2, 0, 0)
(35738, 569, 1325, 16, 42, 0, 0)
(78970, 191, 1218, 10, 16, 1, 0)
(42156, 684, 1085, 10, 36, 0, 1)
(57292, 1361, 130, 4, 49, 0, 0)
(83630, 115, 1519, 8, 14, 0, 1)
(29450, 1172, 1764, 6, 11, 1, 0)
(12772, 1764, 1982, 16, 17, 0, 0)
(36531, 569, 684, 14, 37, 0, 0)
(107688, 1471, 1239, 10, 43, 0, 1)
(50395, 1779, 1239, 12, 5, 1, 0)
(29215, 1982, 58, 16, 12, 0, 0)
(30404, 684, 224, 14, 39, 1, 1)
(12715, 199, 562, 12, 26, 0, 0)
(71930, 1989, 970, 8, 44, 0, 0)
(88820, 1427, 684, 12, 8, 0, 0)
(32246, 1009, 130, 12, 43, 0, 0)
(67971, 1161, 1677, 8, 14, 0, 0)
(46069, 277, 1984, 14, 11, 0, 0)
(75859, 719, 156, 8, 41, 0, 0)
(30442, 1020, 1218, 14, 34, 0, 1)
(66960, 264, 1525, 6, 3, 0, 0)
(68838, 1020, 1330, 16, 15, 0, 1)
(15546, 1610, 664, 12, 18, 0, 1)
(59582, 413, 1208, 10, 6, 0, 0)
(65866, 463, 238, 6, 48, 0, 0)
(102159, 895, 1525, 8, 30, 0, 0)
(51985, 506, 994, 4, 41, 0, 1)
(57989, 1271, 1677, 12, 32, 0, 0)
(13330, 1897, 635, 4, 23, 0, 0)
(65153, 1107, 1803, 6, 36, 1, 0)
(86171, 1689, 790, 16, 8, 0, 0)
(79748, 706, 1525, 14, 12, 0, 0)
(11918, 569, 1325, 8, 44, 0, 1)
(82358, 970, 105, 4, 45, 0, 0)
(101650, 1525, 1981, 12, 14, 0, 1)
(100656, 868, 1764, 4, 32, 0, 0)
(29233, 1330, 1957, 16, 49, 0, 1)
(35848, 1692, 1169, 14, 4, 0, 1)
(36528, 551, 1442, 8, 48, 0, 0)
(73442, 456, 1803, 16, 6, 0, 0)
(71399, 1981, 1827, 10, 44, 0, 0)
(63577, 1161, 1824, 8, 47, 0, 0)
(101690, 1034, 1677, 12, 44, 0, 1)
(72334, 674, 1653, 16, 36, 0, 0)
(57442, 1378, 1046, 16, 28, 0, 0)
(85759, 935, 1269, 16, 36, 0, 0)
