#(id,length,speed,channel,from,to,isDuplex)
(5000, 40, 8, 1, 1069, 1105, 1)
(5009, 40, 12, 3, 1034, 398, 1)
(5026, 24, 15, 2, 706, 1159, 1)
(5029, 40, 8, 1, 562, 1208, 1)
(5034, 36, 10, 4, 454, 895, 1)
(5043, 30, 10, 2, 173, 1239, 1)
(5076, 30, 10, 2, 569, 841, 1)
(5078, 40, 8, 3, 589, 551, 1)
(5089, 30, 15, 4, 1330, 173, 1)
(5090, 36, 10, 4, 1159, 1779, 1)
(5108, 40, 15, 3, 1689, 1758, 1)
(5114, 36, 15, 3, 1779, 1058, 1)
(5116, 20, 8, 3, 1361, 719, 1)
(5127, 40, 12, 1, 1378, 104, 0)
(5129, 20, 12, 3, 1692, 456, 1)
(5130, 36, 10, 1, 105, 141, 1)
(5133, 20, 10, 4, 506, 868, 1)
(5175, 20, 8, 2, 373, 1279, 1)
(5181, 20, 10, 4, 1271, 1795, 1)
(5184, 20, 15, 4, 398, 373, 1)
(5196, 24, 15, 4, 179, 935, 0)
(5204, 40, 12, 1, 1852, 935, 1)
(5206, 30, 10, 2, 1968, 120, 1)
(5207, 30, 15, 1, 171, 120, 1)
(5216, 36, 10, 4, 199, 130, 1)
(5218, 36, 12, 2, 560, 506, 1)
(5222, 24, 8, 2, 1085, 569, 1)
(5244, 20, 12, 1, 1989, 1770, 1)
(5247, 20, 8, 2, 1748, 634, 1)
(5255, 36, 8, 3, 174, 1105, 0)
(5266, 24, 15, 1, 1208, 27, 1)
(5269, 20, 10, 2, 141, 27, 1)
(5270, 20, 10, 1, 719, 1770, 1)
(5278, 24, 12, 2, 634, 48, 1)
(5289, 20, 12, 1, 1189, 171, 1)
(5301, 36, 12, 4, 970, 22, 1)
(5306, 24, 10, 1, 841, 454, 1)
(5326, 24, 12, 3, 171, 1069, 0)
(5339, 20, 10, 1, 560, 1982, 1)
(5345, 20, 15, 3, 1169, 1981, 1)
(5378, 20, 12, 3, 1709, 1110, 1)
(5386, 20, 10, 1, 1169, 413, 1)
(5408, 24, 10, 4, 1689, 1677, 1)
(5422, 30, 15, 4, 994, 674, 1)
(5436, 30, 12, 1, 496, 104, 1)
(5453, 24, 12, 4, 1515, 99, 1)
(5456, 36, 10, 1, 460, 1748, 1)
(5459, 36, 8, 4, 1325, 684, 1)
(5464, 30, 8, 1, 107, 970, 1)
(5469, 20, 8, 1, 1803, 130, 1)
(5470, 30, 10, 3, 1984, 1927, 1)
(5475, 24, 8, 2, 1069, 191, 1)
