#(id,from,to,speed,planTime, priority, preset)
(30201, 1859, 1364, 6, 22, 0, 0)
(38936, 1573, 898, 14, 47, 0, 0)
(56632, 599, 1379, 10, 22, 0, 0)
(104136, 999, 262, 16, 7, 0, 0)
(32918, 617, 540, 10, 2, 0, 1)
(20147, 262, 404, 6, 25, 0, 0)
(89940, 1807, 768, 6, 18, 1, 1)
(25551, 663, 1859, 10, 16, 0, 0)
(79894, 296, 1573, 10, 30, 0, 0)
(103517, 1859, 330, 14, 47, 0, 0)
(54006, 566, 1973, 4, 46, 1, 0)
(107622, 534, 70, 12, 26, 0, 0)
(21058, 573, 74, 4, 25, 0, 0)
(48579, 1561, 1453, 6, 48, 0, 0)
(41174, 1973, 274, 14, 10, 0, 0)
(70867, 930, 540, 14, 11, 0, 1)
(66957, 540, 262, 16, 28, 0, 0)
(85112, 687, 604, 4, 12, 0, 0)
(95709, 617, 1899, 10, 41, 0, 0)
(33751, 798, 1980, 6, 3, 0, 0)
(101841, 296, 566, 10, 33, 0, 0)
(28891, 243, 1675, 8, 19, 0, 0)
(51471, 808, 898, 10, 23, 0, 1)
(45682, 575, 74, 16, 25, 0, 0)
(40375, 534, 1693, 6, 34, 0, 0)
(59988, 1252, 200, 16, 34, 1, 0)
(12345, 212, 1453, 12, 14, 0, 0)
(41493, 557, 1573, 8, 30, 1, 0)
(77925, 1565, 117, 10, 1, 0, 0)
(65172, 1303, 999, 14, 38, 0, 0)
(38367, 35, 933, 16, 42, 1, 0)
(86887, 102, 921, 6, 49, 0, 0)
(45036, 557, 274, 14, 47, 0, 1)
(89996, 1628, 427, 6, 35, 1, 0)
(96094, 599, 557, 6, 3, 0, 0)
(53902, 1142, 1379, 16, 33, 0, 0)
(35338, 1212, 404, 16, 7, 0, 0)
(49615, 1168, 15, 14, 39, 0, 0)
(50876, 1565, 1636, 10, 8, 0, 0)
(39571, 1807, 1453, 12, 22, 0, 0)
(82063, 1807, 573, 4, 32, 0, 0)
(58265, 200, 617, 12, 48, 0, 0)
(73459, 200, 70, 8, 45, 0, 0)
(19226, 798, 200, 4, 28, 0, 0)
(87593, 1379, 102, 6, 26, 0, 0)
(101377, 809, 1212, 8, 5, 0, 0)
(66623, 358, 1525, 12, 48, 1, 0)
(41615, 1142, 1379, 10, 12, 0, 0)
(95746, 35, 921, 10, 19, 0, 0)
(73900, 1675, 404, 4, 23, 0, 0)
(13938, 1705, 1392, 12, 13, 0, 0)
(36272, 808, 1859, 4, 24, 1, 0)
(75680, 599, 1812, 8, 49, 0, 0)
(10585, 200, 74, 16, 47, 0, 0)
(34993, 15, 540, 16, 6, 0, 0)
(74362, 70, 1168, 6, 42, 0, 0)
(18282, 604, 1168, 10, 13, 0, 0)
(88729, 16, 1252, 10, 30, 0, 0)
(25889, 1142, 1303, 10, 38, 0, 0)
(81256, 1252, 768, 14, 15, 0, 0)
(58973, 1525, 798, 14, 46, 0, 0)
(23476, 1973, 243, 4, 44, 0, 0)
(80435, 1812, 1422, 6, 31, 0, 0)
(63352, 838, 1805, 4, 22, 0, 0)
(29704, 35, 1303, 10, 35, 0, 0)
(58382, 604, 358, 14, 6, 0, 0)
(47516, 1561, 74, 14, 34, 0, 0)
(30799, 102, 1212, 16, 2, 0, 0)
(55861, 566, 1379, 10, 22, 0, 0)
(53437, 1142, 838, 6, 16, 1, 0)
(99572, 921, 188, 14, 12, 0, 0)
(16186, 1805, 921, 12, 3, 0, 0)
(15240, 1628, 808, 10, 36, 0, 0)
(23886, 1142, 1675, 10, 49, 0, 0)
(86356, 898, 770, 6, 30, 0, 0)
(81221, 1675, 1357, 6, 6, 0, 0)
(23260, 1475, 1899, 8, 33, 0, 0)
(80571, 1812, 15, 10, 17, 0, 0)
(12242, 1475, 200, 16, 42, 0, 0)
(11095, 1338, 1379, 12, 11, 0, 0)
(37459, 933, 1088, 12, 1, 0, 1)
(66063, 102, 1675, 8, 42, 0, 0)
(56762, 808, 1357, 12, 42, 0, 0)
(53778, 35, 1859, 14, 9, 0, 0)
(57332, 1675, 1142, 12, 9, 0, 0)
(28521, 102, 1573, 12, 35, 0, 0)
(11647, 212, 1859, 14, 6, 0, 0)
(107589, 534, 74, 12, 2, 0, 0)
(16231, 1392, 1693, 12, 13, 0, 0)
(32037, 274, 1338, 4, 15, 0, 0)
(100808, 1612, 809, 6, 12, 0, 0)
(29457, 1392, 74, 8, 38, 0, 0)
(14525, 1168, 798, 6, 48, 0, 0)
(72569, 1525, 1475, 14, 25, 0, 0)
(68891, 262, 16, 6, 3, 0, 0)
(15566, 74, 200, 4, 23, 0, 0)
(36081, 329, 362, 4, 22, 0, 0)
(13098, 1812, 15, 12, 45, 0, 1)
(27028, 770, 898, 16, 30, 0, 0)
(29743, 1636, 362, 10, 10, 0, 0)
(67881, 599, 296, 14, 4, 0, 0)
(25186, 1628, 1364, 6, 7, 0, 0)
(109748, 1899, 70, 10, 19, 1, 1)
(86454, 1168, 1252, 12, 24, 0, 1)
(83679, 1612, 1859, 14, 46, 0, 1)
(13174, 770, 617, 16, 12, 0, 0)
(105510, 1252, 1392, 10, 20, 0, 0)
(70860, 1338, 1084, 14, 13, 0, 0)
(20038, 573, 1475, 16, 39, 0, 0)
(103383, 1168, 1212, 4, 4, 0, 1)
(104933, 1475, 1561, 14, 29, 0, 1)
(107567, 495, 15, 10, 33, 0, 1)
(109107, 404, 770, 10, 23, 0, 1)
(63258, 212, 1675, 4, 9, 0, 0)
(85251, 982, 1357, 10, 43, 0, 0)
(85568, 331, 1364, 6, 21, 0, 0)
(66851, 557, 798, 4, 17, 0, 0)
(80374, 1364, 1859, 8, 35, 0, 0)
(101450, 604, 1168, 4, 49, 0, 0)
(105790, 200, 604, 8, 47, 1, 0)
(89953, 1807, 358, 6, 22, 0, 0)
(95263, 1705, 1168, 4, 41, 1, 1)
(20154, 1561, 1338, 12, 10, 0, 0)
(36209, 898, 1364, 4, 46, 0, 0)
(61990, 838, 1338, 14, 43, 0, 0)
(16668, 35, 921, 16, 19, 0, 0)
(77534, 1364, 331, 10, 14, 0, 0)
(70671, 1636, 1338, 12, 2, 0, 0)
(75180, 898, 1636, 10, 49, 0, 0)
(17691, 1357, 1636, 8, 33, 0, 1)
(40544, 427, 1628, 12, 16, 0, 0)
(19604, 599, 1812, 14, 22, 0, 1)
(21182, 930, 1303, 16, 49, 0, 0)
(44511, 1573, 617, 16, 13, 0, 0)
(75944, 1561, 15, 4, 35, 0, 0)
(33129, 1475, 16, 8, 23, 0, 0)
(20216, 1812, 1693, 6, 30, 0, 0)
(86938, 566, 1807, 8, 27, 1, 1)
(19445, 921, 1338, 6, 7, 0, 0)
(49053, 1561, 1453, 10, 35, 1, 0)
(72335, 1303, 1805, 12, 37, 0, 0)
(32351, 1980, 617, 4, 44, 0, 0)
(60385, 1675, 599, 12, 27, 0, 0)
(91791, 1379, 768, 14, 9, 0, 0)
(17214, 663, 329, 4, 38, 1, 0)
(19492, 999, 330, 4, 13, 0, 0)
(47433, 534, 798, 4, 24, 0, 1)
(24640, 1142, 1675, 8, 27, 1, 0)
(42173, 70, 534, 16, 1, 0, 0)
(48932, 617, 188, 4, 21, 0, 0)
(25758, 427, 1338, 6, 22, 0, 1)
(18464, 296, 599, 12, 7, 0, 0)
(70566, 1168, 1705, 8, 20, 0, 0)
(12253, 1475, 573, 12, 11, 0, 0)
(107859, 1392, 35, 6, 47, 0, 0)
(20762, 117, 1705, 8, 12, 0, 0)
(51182, 1973, 1331, 14, 31, 0, 0)
(100404, 1805, 1573, 14, 31, 0, 0)
(55981, 16, 1973, 16, 13, 0, 0)
(90706, 102, 1379, 14, 48, 0, 0)
(86722, 188, 1675, 8, 6, 0, 0)
(93457, 930, 1675, 8, 45, 1, 0)
(57385, 1693, 573, 12, 19, 0, 1)
(79591, 838, 243, 4, 32, 0, 0)
(66332, 1565, 1859, 4, 27, 0, 1)
(47300, 1807, 1859, 16, 6, 0, 0)
(82879, 573, 1363, 16, 19, 0, 0)
(29022, 838, 1142, 6, 16, 0, 0)
(57316, 16, 1453, 4, 30, 0, 0)
(48878, 770, 809, 12, 43, 0, 0)
(51828, 617, 1168, 12, 16, 0, 0)
(76756, 1612, 809, 8, 7, 0, 0)
(85073, 930, 1475, 8, 17, 0, 0)
(46096, 1573, 809, 10, 12, 0, 0)
(95475, 1212, 1453, 14, 39, 0, 0)
(19939, 495, 663, 14, 34, 0, 0)
(67483, 1973, 768, 8, 31, 0, 0)
(15901, 1344, 1812, 4, 10, 0, 0)
(82694, 1807, 358, 8, 14, 0, 0)
(101386, 1357, 262, 12, 23, 0, 0)
(74218, 1805, 1303, 14, 9, 0, 0)
(92071, 1899, 808, 4, 16, 0, 0)
(41552, 212, 358, 16, 32, 0, 0)
(93201, 809, 1807, 10, 29, 0, 0)
(39450, 982, 102, 12, 34, 0, 0)
(19982, 404, 1636, 4, 4, 0, 0)
(99365, 212, 1453, 4, 15, 0, 0)
(103048, 1612, 1453, 4, 10, 0, 0)
(24009, 1142, 808, 12, 7, 0, 0)
(21461, 1636, 404, 12, 38, 0, 0)
(13363, 1338, 330, 4, 27, 0, 0)
(21142, 358, 1475, 14, 31, 0, 0)
(105942, 566, 982, 8, 2, 0, 0)
(31896, 212, 102, 10, 49, 0, 0)
(76396, 1084, 1453, 4, 36, 0, 0)
(35157, 1812, 617, 14, 34, 0, 0)
(90697, 604, 930, 4, 36, 0, 0)
(20628, 1806, 617, 12, 28, 1, 0)
(73753, 663, 1338, 4, 38, 0, 0)
(30068, 16, 15, 4, 17, 0, 0)
(51266, 1806, 1475, 16, 41, 0, 0)
(109836, 599, 1805, 14, 9, 0, 0)
(65079, 1453, 330, 12, 49, 1, 0)
(84157, 1142, 933, 8, 49, 0, 0)
(90763, 1379, 566, 16, 18, 0, 0)
(17449, 331, 1675, 4, 9, 1, 0)
(57942, 427, 617, 8, 34, 0, 0)
(101153, 1084, 768, 10, 15, 0, 0)
(81354, 1422, 1392, 14, 2, 0, 0)
(102279, 1475, 930, 4, 49, 0, 0)
