#(id,length,speed,channel,from,to,isDuplex)
(5000, 20, 6, 3, 1, 2, 1)
(5001, 10, 6, 1, 2, 3, 1)
(5002, 20, 4, 3, 3, 4, 1)
(5003, 10, 6, 3, 4, 5, 1)
(5004, 10, 8, 1, 5, 6, 1)
(5005, 10, 4, 2, 1, 7, 1)
(5006, 20, 8, 1, 2, 8, 1)
(5007, 10, 4, 2, 3, 9, 1)
(5008, 10, 6, 2, 4, 10, 1)
(5009, 20, 4, 3, 5, 11, 1)
(5010, 20, 4, 3, 6, 12, 1)
(5011, 15, 4, 2, 7, 8, 1)
(5012, 15, 8, 1, 8, 9, 1)
(5013, 20, 6, 1, 9, 10, 0)
(5014, 20, 8, 2, 10, 11, 1)
(5015, 15, 8, 2, 11, 12, 1)
(5016, 20, 4, 1, 7, 13, 1)
(5017, 15, 6, 3, 8, 14, 1)
(5018, 15, 4, 3, 9, 15, 1)
(5019, 20, 6, 1, 10, 16, 1)
(5020, 20, 4, 3, 11, 17, 0)
(5021, 10, 4, 1, 12, 18, 1)
(5022, 10, 4, 1, 13, 14, 1)
(5023, 10, 4, 3, 14, 15, 1)
(5024, 10, 8, 2, 15, 16, 1)
(5025, 10, 8, 1, 16, 17, 1)
(5026, 10, 8, 3, 17, 18, 1)
(5027, 10, 6, 2, 13, 19, 1)
(5028, 10, 8, 1, 14, 20, 1)
(5029, 10, 8, 3, 15, 21, 1)
(5030, 15, 6, 1, 16, 22, 1)
(5031, 20, 4, 2, 17, 23, 1)
(5032, 15, 8, 3, 18, 24, 1)
(5033, 20, 4, 2, 19, 20, 1)
(5034, 20, 6, 1, 20, 21, 1)
(5035, 15, 6, 1, 21, 22, 0)
(5036, 10, 4, 1, 22, 23, 1)
(5037, 20, 8, 2, 23, 24, 1)
(5038, 15, 4, 1, 19, 25, 1)
(5039, 10, 8, 2, 20, 26, 1)
(5040, 15, 4, 3, 21, 27, 1)
(5041, 15, 6, 3, 22, 28, 1)
(5042, 20, 8, 2, 23, 29, 1)
(5043, 10, 8, 1, 24, 30, 1)
(5044, 15, 8, 2, 25, 26, 1)
(5045, 20, 4, 2, 26, 27, 1)
(5046, 20, 6, 1, 27, 28, 1)
(5047, 20, 8, 3, 28, 29, 1)
(5048, 10, 6, 1, 29, 30, 1)
(5049, 20, 4, 2, 25, 31, 1)
(5050, 20, 6, 3, 26, 32, 1)
(5051, 10, 6, 2, 27, 33, 1)
(5052, 10, 6, 1, 28, 34, 1)
(5053, 10, 4, 3, 29, 35, 1)
(5054, 15, 6, 1, 30, 36, 1)
(5055, 10, 8, 1, 31, 32, 1)
(5056, 10, 4, 1, 32, 33, 1)
(5057, 15, 6, 1, 33, 34, 1)
(5058, 15, 4, 2, 34, 35, 1)
(5059, 10, 4, 1, 35, 36, 1)
